;island;Richness;Even
mid39;mid;0.061588605;0.234048828
mid4;mid;0.056112598;0.226497117
mid40;mid;0.048467474;0.229404041
mid41;mid;0.073414062;0.246085597
mid42;mid;0.060610077;0.243933685
mid43;mid;0.05429695;0.244773088
mid44;mid;0.061976385;0.240914823
mid45;mid;0.063456094;0.225811918
mid46;mid;0.066281086;0.238565745
mid47;mid;0.058306344;0.227699002
mid48;mid;0.06534913;0.247074122
mid49;mid;0.056149793;0.243559857
mid5;mid;0.064757394;0.244967258
mid50;mid;0.058326842;0.231182038
mid51;mid;0.059299035;0.238176902
mid52;mid;0.059206861;0.23678576
mid53;mid;0.064420841;0.223485019
mid54;mid;0.067723444;0.246295851
mid55;mid;0.046084429;0.215916174
mid56;mid;0.048929187;0.252732588
mid57;mid;0.056315508;0.239478613
mid58;mid;0.058484082;0.234834301
mid59;mid;0.0528797;0.220804309
mid6;mid;0.060921326;0.23669157
mid60;mid;0.064889569;0.239221022
mid61;mid;0.051557299;0.216735993
mid62;mid;0.060850964;0.232227186
mid63;mid;0.048992162;0.215618239
mid64;mid;0.051523946;0.231235734
mid65;mid;0.064833494;0.241420795
mid66;mid;0.049451451;0.228257577
mid67;mid;0.06233572;0.244416694
mid68;mid;0.058530198;0.227684061
mid69;mid;0.067786108;0.243035126
mid7;mid;0.066544379;0.247860134
mid70;mid;0.061394205;0.256734907
mid71;mid;0.047232294;0.245658564
mid72;mid;0.054198419;0.233745048
mid73;mid;0.062992475;0.2493012
mid74;mid;0.057585623;0.238976013
mid75;mid;0.053637226;0.241747224
mid76;mid;0.052367495;0.246030197
mid77;mid;0.055495902;0.225234943
mid78;mid;0.064212025;0.220426122
mid79;mid;0.062059664;0.250897246
mid8;mid;0.066523895;0.233757133
mid80;mid;0.054630869;0.265460098
mid81;mid;0.054893959;0.232142962
mid82;mid;0.044756704;0.241406605
mid83;mid;0.057154122;0.225811296
mid84;mid;0.060994484;0.254479903
mid85;mid;0.057028778;0.256151637
mid86;mid;0.056892203;0.228708506
mid87;mid;0.056716189;0.243859496
mid88;mid;0.066829749;0.225940335
mid89;mid;0.050459192;0.250752741
mid9;mid;0.0518691;0.239202545
mid90;mid;0.051559481;0.244783986
mid91;mid;0.048467801;0.232992452
mid92;mid;0.053791215;0.231653023
mid93;mid;0.046110499;0.23111336
mid94;mid;0.056236969;0.218780668
mid95;mid;0.06612707;0.229652461
mid96;mid;0.053399469;0.235586511
mid97;mid;0.060685805;0.231717199
mid98;mid;0.050752468;0.218468858
mid99;mid;0.056755714;0.240451682
swash1;deep;0.06350431;0.215308348
swash10;deep;0.061609516;0.23572727
swash100;deep;0.072581691;0.231118654
swash11;deep;0.05234831;0.230197432
swash12;deep;0.061815784;0.218371824
swash13;deep;0.06615061;0.244043299
swash14;deep;0.045269052;0.241287401
swash15;deep;0.084829979;0.24932647
swash16;deep;0.064389842;0.269435194
swash17;deep;0.079148703;0.254562898
swash18;deep;0.058487024;0.271569978
swash19;deep;0.041755234;0.238075706
swash2;deep;0.059577064;0.272216973
swash20;deep;0.06990801;0.253935888
swash21;deep;0.064203348;0.268309125
swash22;deep;0.071839826;0.259302825
swash23;deep;0.06410953;0.240694215
swash24;deep;0.062739424;0.239372867
swash25;deep;0.069164038;0.258211405
swash26;deep;0.074046971;0.285312927
swash27;deep;0.069639071;0.254703442
swash28;deep;0.053273195;0.24368553
swash29;deep;0.09486047;0.246941311
swash3;deep;0.054102347;0.2407633
swash30;deep;0.070478056;0.270770238
swash31;deep;0.066293729;0.24416063
swash32;deep;0.057976785;0.260540218
swash33;deep;0.080706941;0.24886354
swash34;deep;0.067094815;0.224053411
swash35;deep;0.090311906;0.267552239
swash36;deep;0.070751994;0.239124077
swash37;deep;0.079176467;0.23842996
swash38;deep;0.055627215;0.247167448
swash39;deep;0.066528881;0.235986037
swash4;deep;0.051876308;0.246637877
swash40;deep;0.061471892;0.255190978
swash41;deep;0.079952678;0.245766002
swash42;deep;0.048659129;0.283496193
swash43;deep;0.051731626;0.229833117
swash44;deep;0.078566853;0.260449036
swash45;deep;0.065460594;0.269690511
swash46;deep;0.041937265;0.260394218
swash47;deep;0.075911528;0.252539087
swash48;deep;0.07690204;0.286598738
swash49;deep;0.06399966;0.236294689
swash5;deep;0.071606755;0.262707532
swash50;deep;0.075334403;0.221802622
swash51;deep;0.046711276;0.277350273
swash52;deep;0.083942593;0.249984019
swash53;deep;0.051344667;0.255939977
swash54;deep;0.068535145;0.249746045
swash55;deep;0.052675506;0.243350809
swash56;deep;0.054646334;0.24845308
swash57;deep;0.071577753;0.271525081
swash58;deep;0.076527334;0.250385595
swash59;deep;0.07405029;0.237699289
swash6;deep;0.063896933;0.249540667
swash60;deep;0.067866491;0.25061938
swash61;deep;0.069976033;0.248813207
swash62;deep;0.078108414;0.272224922
swash63;deep;0.063023787;0.263782652
swash64;deep;0.073149798;0.258150444
swash65;deep;0.064022546;0.235241054
swash66;deep;0.052807911;0.263560658
swash67;deep;0.061729174;0.23272237
swash68;deep;0.046562493;0.259051363
swash69;deep;0.055030926;0.226311156
swash7;deep;0.055107238;0.271443918
swash70;deep;0.054409848;0.249218678
swash71;deep;0.069590893;0.247989931
swash72;deep;0.065356664;0.2118314
swash73;deep;0.050032279;0.287017931
swash74;deep;0.055433399;0.248128517
swash75;deep;0.077880035;0.245440706
swash76;deep;0.065699123;0.24800868
swash77;deep;0.05488965;0.234869337
swash78;deep;0.067081566;0.257917706
swash79;deep;0.090049633;0.248371626
swash8;deep;0.067870259;0.235125464
swash80;deep;0.061799274;0.264732704
swash81;deep;0.069504514;0.244069747
swash82;deep;0.04850102;0.263744981
swash83;deep;0.065410098;0.228689281
swash84;deep;0.076819293;0.246465168
swash85;deep;0.077333011;0.244067169
swash86;deep;0.058677974;0.268171827
swash87;deep;0.05059079;0.272186968
swash88;deep;0.070727301;0.278888516
swash89;deep;0.041486396;0.265440702
swash9;deep;0.064592226;0.253992201
swash90;deep;0.065591539;0.246146042
swash91;deep;0.054984313;0.246062672
swash92;deep;0.051925215;0.261397657
swash93;deep;0.079317948;0.261074071
swash94;deep;0.055287986;0.248588409
swash95;deep;0.063542229;0.261600361
swash96;deep;0.062342542;0.254062156
swash97;deep;0.061174921;0.254522009
swash98;deep;0.064541525;0.235918733
swash99;deep;0.05118301;0.252960004
deep1;swash;0.05233264;0.228412066
deep10;swash;0.061403773;0.242747277
deep100;swash;0.064702871;0.242190303
deep11;swash;0.063318068;0.240701808
deep12;swash;0.060243407;0.232981169
deep13;swash;0.061364063;0.233922098
deep14;swash;0.060606252;0.241941778
deep15;swash;0.046588298;0.223492706
deep16;swash;0.05421927;0.228913416
deep17;swash;0.052141296;0.213014872
deep18;swash;0.053595384;0.230355673
deep19;swash;0.055199327;0.24794295
deep2;swash;0.058624173;0.247908534
deep20;swash;0.064896367;0.240030237
deep21;swash;0.070208916;0.249143224
deep22;swash;0.054922965;0.227606064
deep23;swash;0.067617737;0.236055603
deep24;swash;0.059977846;0.237345364
deep25;swash;0.059446176;0.23397068
deep26;swash;0.050615231;0.257231364
deep27;swash;0.054324672;0.235434201
deep28;swash;0.069459248;0.239984134
deep29;swash;0.057429339;0.230276612
deep3;swash;0.05820604;0.232579195
deep30;swash;0.063580279;0.231786387
deep31;swash;0.052037155;0.215891874
deep32;swash;0.065860428;0.245577222
deep33;swash;0.051385386;0.231636064
deep34;swash;0.060543541;0.235645144
deep35;swash;0.052979249;0.233294839
deep36;swash;0.055043869;0.236201573
deep37;swash;0.060895445;0.240306564
deep38;swash;0.047645864;0.24640694
deep39;swash;0.051051028;0.243716774
deep4;swash;0.054170671;0.228965087
deep40;swash;0.055138963;0.231339728
deep41;swash;0.061990167;0.24454367
deep42;swash;0.057447919;0.225756758
deep43;swash;0.068000254;0.238940116
deep44;swash;0.052180144;0.230601338
deep45;swash;0.070827112;0.23956542
deep46;swash;0.049615177;0.243032161
deep47;swash;0.072547961;0.237608496
deep48;swash;0.056179602;0.236309754
deep49;swash;0.063548416;0.244535914
deep5;swash;0.070110601;0.243974218
deep50;swash;0.055721388;0.240209948
deep51;swash;0.052587096;0.234637384
deep52;swash;0.058338019;0.234148233
deep53;swash;0.043891355;0.223406261
deep54;swash;0.048955325;0.249487159
deep55;swash;0.060148359;0.231838102
deep56;swash;0.058693505;0.222422059
deep57;swash;0.053601108;0.24391268
deep58;swash;0.043431478;0.258135623
deep59;swash;0.059913778;0.240685154
deep6;swash;0.06047657;0.25093162
deep60;swash;0.067515853;0.243206543
deep61;swash;0.056697335;0.247384866
deep62;swash;0.055713215;0.248948892
deep63;swash;0.047420162;0.228574314
deep64;swash;0.063766991;0.241825634
deep65;swash;0.057298485;0.219748687
deep66;swash;0.065422533;0.230272416
deep67;swash;0.059857168;0.247994168
deep68;swash;0.062736117;0.249357504
deep69;swash;0.057024827;0.22861356
deep7;swash;0.046437632;0.225410292
deep70;swash;0.042446498;0.246765864
deep71;swash;0.051988236;0.218075245
deep72;swash;0.050717759;0.227174097
deep73;swash;0.062133369;0.241044617
deep74;swash;0.063651617;0.248540074
deep75;swash;0.053714375;0.230435481
deep76;swash;0.064927911;0.228488041
deep77;swash;0.049136878;0.227683959
deep78;swash;0.050386834;0.229727638
deep79;swash;0.058948815;0.237977473
deep8;swash;0.053717449;0.252378742
deep80;swash;0.05792091;0.248908435
deep81;swash;0.056945149;0.244773994
deep82;swash;0.049840557;0.233865671
deep83;swash;0.065425854;0.249149475
deep84;swash;0.067252525;0.252856553
deep85;swash;0.060030464;0.230322412
deep86;swash;0.058492933;0.245778997
deep87;swash;0.060560334;0.232483155
deep88;swash;0.050020149;0.224935889
deep89;swash;0.055191267;0.236585312
deep9;swash;0.045405534;0.230641324
deep90;swash;0.053277353;0.244019507
deep91;swash;0.052092036;0.243848054
deep92;swash;0.056022169;0.237066606
deep93;swash;0.058201511;0.224294176
deep94;swash;0.047900484;0.217226497
deep95;swash;0.055307636;0.224657645
deep96;swash;0.06082512;0.238439427
deep97;swash;0.055586378;0.236774326
deep98;swash;0.054041214;0.242460392
deep99;swash;0.061892978;0.234575464
mid1;mid;0.056217883;0.229836763
mid10;mid;0.05567105;0.221417224
mid100;mid;0.052281545;0.22450754
mid11;mid;0.064000727;0.237482003
mid12;mid;0.059096014;0.236176615
mid13;mid;0.058572411;0.230472185
mid14;mid;0.050232051;0.235859538
mid15;mid;0.071670254;0.237982289
mid16;mid;0.064582609;0.231608082
mid17;mid;0.04925863;0.222796323
mid18;mid;0.055279412;0.239183566
mid19;mid;0.051483104;0.239335335
mid2;mid;0.064653012;0.244639009
mid20;mid;0.056637144;0.233864132
mid21;mid;0.060550528;0.220408488
mid22;mid;0.060909088;0.251007599
mid23;mid;0.057242671;0.222999819
mid24;mid;0.050452198;0.253504958
mid25;mid;0.061288571;0.250949257
mid26;mid;0.064120316;0.238556701
mid27;mid;0.048728423;0.253324872
mid28;mid;0.050344217;0.244640649
mid29;mid;0.05815587;0.253442829
mid3;mid;0.041431198;0.220532649
mid30;mid;0.056116996;0.225394502
mid31;mid;0.071267297;0.254480481
mid32;mid;0.04951439;0.249139437
mid33;mid;0.05291762;0.227686178
mid34;mid;0.056109401;0.231160096
mid35;mid;0.062078765;0.247719494
mid36;mid;0.05114488;0.236038513
mid37;mid;0.057005894;0.234219496
mid38;mid;0.060293767;0.231295986
mid39;mid;0.058833822;0.239738042
mid4;mid;0.064356871;0.247219411
mid40;mid;0.055102761;0.246086379
mid41;mid;0.063675965;0.249744519
mid42;mid;0.061682107;0.249409212
mid43;mid;0.066961279;0.230351918
mid44;mid;0.051488262;0.238285822
mid45;mid;0.050767887;0.253394518
mid46;mid;0.052665461;0.240410838
mid47;mid;0.056154777;0.241463224
mid48;mid;0.050552463;0.237017546
mid49;mid;0.049789984;0.244260781
mid5;mid;0.068476421;0.242439508
mid50;mid;0.0541666;0.220558937
mid51;mid;0.059383035;0.240132602
mid52;mid;0.059024825;0.249507292
mid53;mid;0.052060061;0.226965752
mid54;mid;0.060788697;0.250637769
mid55;mid;0.053479006;0.232981241
mid56;mid;0.064294006;0.212656723
mid57;mid;0.056024597;0.243577303
mid58;mid;0.07057997;0.245433634
mid59;mid;0.051538214;0.233108306
mid6;mid;0.066092333;0.251653336
mid60;mid;0.066202596;0.244567881
mid61;mid;0.058399419;0.23281684
mid62;mid;0.062508061;0.234002043
mid63;mid;0.052989739;0.233369812
mid64;mid;0.055420254;0.240675506
mid65;mid;0.065962796;0.229930393
mid66;mid;0.053893895;0.231686308
mid67;mid;0.053464945;0.228527912
mid68;mid;0.062768252;0.236210606
mid69;mid;0.051621101;0.238925139
mid7;mid;0.059706773;0.231130227
mid70;mid;0.069633942;0.232965238
mid71;mid;0.05339044;0.22587704
mid72;mid;0.065996885;0.245241445
mid73;mid;0.052381327;0.234387008
mid74;mid;0.069051049;0.244945667
mid75;mid;0.065699286;0.247731738
mid76;mid;0.05206704;0.258645158
mid77;mid;0.064058819;0.245506295
mid78;mid;0.060039221;0.227814599
mid79;mid;0.065352281;0.23213666
mid8;mid;0.04168184;0.241532492
mid80;mid;0.057764681;0.225231128
mid81;mid;0.069357594;0.245492214
mid82;mid;0.064371348;0.252395286
mid83;mid;0.052345174;0.242009277
mid84;mid;0.052647217;0.236801258
mid85;mid;0.05018519;0.222180219
mid86;mid;0.056447382;0.249635094
mid87;mid;0.060006912;0.240977117
mid88;mid;0.049660809;0.232038853
mid89;mid;0.063052356;0.252363516
mid9;mid;0.071296893;0.242441632
mid90;mid;0.057114833;0.234384192
mid91;mid;0.045728377;0.224885157
mid92;mid;0.068519905;0.233234099
mid93;mid;0.064295588;0.241348142
mid94;mid;0.045218886;0.248144781
mid95;mid;0.05944258;0.244725802
mid96;mid;0.065746596;0.240909158
mid97;mid;0.056609308;0.233208744
mid98;mid;0.051245044;0.217790084
mid99;mid;0.06034979;0.259072753
swash1;deep;0.087435549;0.258118051
swash10;deep;0.066999573;0.245099776
swash100;deep;0.091414177;0.262398806
swash11;deep;0.050136747;0.272902199
swash12;deep;0.069968049;0.246840677
swash13;deep;0.047088303;0.252109412
swash14;deep;0.054454972;0.233073771
swash15;deep;0.044074471;0.228304399
swash16;deep;0.055639252;0.234184114
swash17;deep;0.075924581;0.237415968
swash18;deep;0.047562319;0.262363227
swash19;deep;0.05831546;0.264087481
swash2;deep;0.069581086;0.260617931
swash20;deep;0.074888697;0.262841711
swash21;deep;0.0665238;0.247173545
swash22;deep;0.050486216;0.245151736
swash23;deep;0.092435232;0.227145832
swash24;deep;0.068435043;0.257692141
swash25;deep;0.070214821;0.262053767
swash26;deep;0.066071689;0.278862547
swash27;deep;0.051475206;0.26661072
swash28;deep;0.049725429;0.250845069
swash29;deep;0.07943029;0.241420323
swash3;deep;0.083608633;0.249718648
swash30;deep;0.078167655;0.22574186
swash31;deep;0.059018421;0.250770444
swash32;deep;0.075898489;0.258964793
swash33;deep;0.054029758;0.271672422
swash34;deep;0.06498232;0.262812516
swash35;deep;0.06481958;0.227228887
swash36;deep;0.076067856;0.243671893
swash37;deep;0.059386759;0.265692872
swash38;deep;0.064587522;0.219832386
swash39;deep;0.081741295;0.250015567
swash4;deep;0.056328513;0.255848722
swash40;deep;0.06418671;0.252551345
swash41;deep;0.077193134;0.239555216
swash42;deep;0.078876694;0.244502867
swash43;deep;0.071096372;0.257645424
swash44;deep;0.059347211;0.245742237
swash45;deep;0.066056469;0.256874897
swash46;deep;0.070929351;0.265796716
swash47;deep;0.053963774;0.260696204
swash48;deep;0.059137082;0.238149464
swash49;deep;0.035991446;0.255640488
swash5;deep;0.062090187;0.257267878
swash50;deep;0.068101229;0.228338394
swash51;deep;0.057600354;0.250764681
swash52;deep;0.083943752;0.232982583
swash53;deep;0.061692053;0.240347303
swash54;deep;0.056739034;0.2530693
swash55;deep;0.079469606;0.241749159
swash56;deep;0.083546073;0.252002453
swash57;deep;0.05598317;0.225350226
swash58;deep;0.069029105;0.239903044
swash59;deep;0.047252254;0.257198302
swash6;deep;0.069078946;0.245513858
swash60;deep;0.064944626;0.236880838
swash61;deep;0.063481552;0.249499539
swash62;deep;0.108402388;0.251825557
swash63;deep;0.070850328;0.283020201
swash64;deep;0.049909676;0.27551607
swash65;deep;0.043923602;0.218931688
swash66;deep;0.062585731;0.262141042
swash67;deep;0.063015398;0.260609536
swash68;deep;0.056643289;0.252520503
swash69;deep;0.071121165;0.247445123
swash7;deep;0.070587178;0.201880272
swash70;deep;0.078717929;0.278021675
swash71;deep;0.081376257;0.264394295
swash72;deep;0.092780606;0.261228355
swash73;deep;0.065499874;0.244503194
swash74;deep;0.062912659;0.264632225
swash75;deep;0.062678769;0.261846737
swash76;deep;0.072021574;0.243380014
swash77;deep;0.064138273;0.250632804
swash78;deep;0.06075172;0.22617356
swash79;deep;0.071037813;0.233892368
swash8;deep;0.062552976;0.216421401
swash80;deep;0.059411423;0.259287995
swash81;deep;0.056651807;0.240190747
swash82;deep;0.082205868;0.272953895
swash83;deep;0.053174152;0.237454352
swash84;deep;0.081376608;0.242986674
swash85;deep;0.082754665;0.269737876
swash86;deep;0.072747586;0.279494451
swash87;deep;0.072125887;0.24287759
swash88;deep;0.07616896;0.259806013
swash89;deep;0.061570052;0.257552648
swash9;deep;0.060971886;0.252601861
swash90;deep;0.052016189;0.248282935
swash91;deep;0.052813681;0.235895941
swash92;deep;0.075717283;0.242616312
swash93;deep;0.06575305;0.242047188
swash94;deep;0.067251667;0.258082318
swash95;deep;0.076786493;0.2347108
swash96;deep;0.062318882;0.23749665
swash97;deep;0.073224583;0.275434213
swash98;deep;0.083787451;0.262886868
swash99;deep;0.067786148;0.25378889
deep1;swash;0.07428934;0.242838981
deep10;swash;0.061335687;0.246814217
deep100;swash;0.06381766;0.244861999
deep11;swash;0.049786474;0.242332453
deep12;swash;0.047285574;0.227021711
deep13;swash;0.053959677;0.226878004
deep14;swash;0.050907712;0.227656633
deep15;swash;0.058373108;0.244882046
deep16;swash;0.060963448;0.24500968
deep17;swash;0.049780251;0.252627301
deep18;swash;0.050609081;0.228842821
deep19;swash;0.047287355;0.22959271
deep2;swash;0.058738377;0.238888446
deep20;swash;0.059911636;0.236170113
deep21;swash;0.065821794;0.247103804
deep22;swash;0.069306573;0.237734049
deep23;swash;0.057447175;0.236839729
deep24;swash;0.053880805;0.224895065
deep25;swash;0.06192953;0.244870297
deep26;swash;0.054947147;0.222343999
deep27;swash;0.057921659;0.235160556
deep28;swash;0.052488254;0.236323862
deep29;swash;0.050381956;0.223370756
deep3;swash;0.048862635;0.238553024
deep30;swash;0.05919393;0.228225807
deep31;swash;0.056853653;0.255033563
